id,label,institution_2,department,institution,projects,groups,url,institution_group,n_affiliations,single_affiliation,n_projects,n_groups,n_publications,n_articles,n_chapters,n_books,n_other,groups_names
0000-0003-2026-2959,"Hijazo Pechero, Sara","[""Institut d'Investigació Biomèdica de Bellvitge"", ""Fundació de Recerca Clínic Barcelona-Institut d'Investigacions Biomèdiques August Pi i Sunyer""]",[],[],[],"['/cris/ou/ou240916', '/cris/ou/ou239243']",https://portalrecerca.csuc.cat/orcid/0000-0003-2026-2959,[],2,Multiple affiliations,2,42,3,3,0,0,0,"['', 'Preclinical and experimental research in thoracic tumors (PReTT)']"
0000-0003-2064-6733,"Jiménez Hernández, Felipe",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239243'],https://portalrecerca.csuc.cat/orcid/0000-0003-2064-6733,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Preclinical and experimental research in thoracic tumors (PReTT)']
0000-0003-2073-3386,"Viñas Ciordia, Miquel","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Patologia i Terapèutica Experimental'],['UB'],"['/cris/project/pj4980935', '/cris/project/pj4992532', '/cris/project/pj5005420', '/cris/project/pj4979195', '/cris/project/pj4978221', '/cris/project/pj4981775', '/cris/project/pj4999582', '/cris/project/pj5003110', '/cris/project/pj4999520', '/cris/project/pj4976224', '/cris/project/pj5009638']","['/sgr/2021SGR1109', '/cris/ou/ou239618']",https://portalrecerca.csuc.cat/orcid/0000-0003-2073-3386,['UB'],6,Multiple affiliations,297,41,50,48,2,0,0,"['', 'Epidemiology of bacterial infections. Investigation of the pathogenesis and molecular basis of antimicrobial resistance']"
0000-0003-2086-8926,"Barrallo Gimeno, Alejandro","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]","['Departament de Ciències Fisiològiques', 'Institut de Neurociències de la UB (UBNeuro)']",['UB'],"['/cris/project/pj4989422', '/cris/project/pj4970187', '/cris/project/pj5002952', '/cris/project/pj4979642', '/cris/project/pj5009710', '/cris/project/pj4988531', '/cris/project/pj4976416', '/cris/project/pj5016329']","['/sgr/2021SGR0368', '/cris/ou/ou239907']",https://portalrecerca.csuc.cat/orcid/0000-0003-2086-8926,['UB'],6,Multiple affiliations,216,41,9,9,0,0,0,"['', 'Cellular and molecular basis of sensory disorders']"
0000-0003-2107-2129,"Gómez Acero, Laura",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239291'],https://portalrecerca.csuc.cat/orcid/0000-0003-2107-2129,[],2,Multiple affiliations,2,21,3,3,0,0,0,['Neuropharmacology and pain']
0000-0003-2126-5713,"Borrajo Arjona, Mireia",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239907'],https://portalrecerca.csuc.cat/orcid/0000-0003-2126-5713,[],2,Multiple affiliations,2,21,2,2,0,0,0,['Cellular and molecular basis of sensory disorders']
0000-0003-2136-3866,"Peiró Martinez, Inmaculada",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239879'],https://portalrecerca.csuc.cat/orcid/0000-0003-2136-3866,[],2,Multiple affiliations,2,21,15,15,0,0,0,['Unit of Nutrition and Cancer']
0000-0003-2152-8579,"Català Mora, Jaume","[""Institut d'Investigació Biomèdica de Bellvitge"", 'Institut de Recerca Sant Joan de Déu']",[],[],[],"['/cris/ou/ou239907', '/cris/ou/ou240246']",https://portalrecerca.csuc.cat/orcid/0000-0003-2152-8579,[],2,Multiple affiliations,2,42,27,26,1,0,0,"['Cellular and molecular basis of sensory disorders', '']"
0000-0003-2163-892X,"Mena Cervigón, Marisa",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-2163-892X,[],2,Multiple affiliations,2,21,23,23,0,0,0,['Infections and Cancer']
0000-0003-2165-3345,"Fernandez Calotti, Paula Ximena",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou241017'],https://portalrecerca.csuc.cat/orcid/0000-0003-2165-3345,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Colorectal Cancer']
0000-0003-2175-8542,"Paipa Merchan, Andres Julian",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238794'],https://portalrecerca.csuc.cat/orcid/0000-0003-2175-8542,[],2,Multiple affiliations,2,21,10,10,0,0,0,['Neurologic Diseases and Neurogenetics']
0000-0003-2184-4483,"Huici Sanchez, Malka",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],[],https://portalrecerca.csuc.cat/orcid/0000-0003-2184-4483,[],2,Multiple affiliations,2,2,3,3,0,0,0,[]
0000-0003-2189-9775,"Raya Chamorro, Angel","[""Institut d'Investigació Biomèdica de Bellvitge"", 'Institut de Bioenginyeria de Catalunya']",[],[],[],['/cris/ou/ou239171'],https://portalrecerca.csuc.cat/orcid/0000-0003-2189-9775,[],2,Multiple affiliations,2,21,38,37,1,0,0,['Stem Cell Potency']
0000-0003-2195-9125,"Roura Fornells, Esther",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-2195-9125,[],2,Multiple affiliations,2,21,15,15,0,0,0,['Infections and Cancer']
0000-0003-2221-8759,"Bau Vila, Laura",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238794'],https://portalrecerca.csuc.cat/orcid/0000-0003-2221-8759,[],2,Multiple affiliations,2,21,21,21,0,0,0,['Neurologic Diseases and Neurogenetics']
0000-0003-2293-4691,"Richaud, Ivonne",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239171'],https://portalrecerca.csuc.cat/orcid/0000-0003-2293-4691,[],2,Multiple affiliations,2,21,10,10,0,0,0,['Stem Cell Potency']
0000-0003-2320-6047,"Suarez Cuartin, Guillermo Rafael",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou241016'],https://portalrecerca.csuc.cat/orcid/0000-0003-2320-6047,[],2,Multiple affiliations,2,21,13,13,0,0,0,['Pneumology']
0000-0003-2363-7410,"Gutiérrez Franco, Ana",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239511'],https://portalrecerca.csuc.cat/orcid/0000-0003-2363-7410,[],2,Multiple affiliations,2,21,1,1,0,0,0,['Gene Regulation of Cell Identity']
0000-0003-2370-2008,"Castells Esteve, Manuel Maria",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240477'],https://portalrecerca.csuc.cat/orcid/0000-0003-2370-2008,[],2,Multiple affiliations,2,21,19,19,0,0,0,['Resistance and Progression Mechanisms in Prostate Cancer']
0000-0003-2379-9313,"Sola Martinez, Anna",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239583'],https://portalrecerca.csuc.cat/orcid/0000-0003-2379-9313,[],2,Multiple affiliations,2,21,19,19,0,0,0,['Nephrology and renal transplantation']
0000-0003-2392-3302,"Chicote Guerra, Maria del Mar",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou241016'],https://portalrecerca.csuc.cat/orcid/0000-0003-2392-3302,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Pneumology']
0000-0003-2456-388X,"Manonelles Montero, Anna",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239583'],https://portalrecerca.csuc.cat/orcid/0000-0003-2456-388X,[],2,Multiple affiliations,2,21,43,43,0,0,0,['Nephrology and renal transplantation']
0000-0003-2494-0964,"Espin Garcia, Roderic",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239461'],https://portalrecerca.csuc.cat/orcid/0000-0003-2494-0964,[],2,Multiple affiliations,2,21,10,10,0,0,0,['Breast cancer']
0000-0003-2505-7073,"Romero Clara, Olga",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-2505-7073,[],2,Multiple affiliations,2,21,2,2,0,0,0,['Infections and Cancer']
0000-0003-2518-1381,"Lozano-Bartolome, Javier","[""Institut d'Investigació Sanitària Pere Virgili"", ""Institut d'Investigació Biomèdica de Bellvitge"", 'Repositori de Dades de Recerca']","[""Institut d'Investigació Sanitària Pere Virgili""]",['IISPV'],[],['/cris/ou/ou239186'],https://portalrecerca.csuc.cat/orcid/0000-0003-2518-1381,['IISPV'],9,Multiple affiliations,2,21,1,1,0,0,0,['Stem Cell Aging']
0000-0003-2518-9076,"Montanya Mias, Eduard","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Ciències Clíniques'],['UB'],[],['/cris/ou/ou239313'],https://portalrecerca.csuc.cat/orcid/0000-0003-2518-9076,['UB'],6,Multiple affiliations,2,21,64,64,0,0,0,"['Diabetes, Nutrition and endocrinological diseases']"
0000-0003-2552-5172,"Martin Liberal, Juan Jesus",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240552'],https://portalrecerca.csuc.cat/orcid/0000-0003-2552-5172,[],2,Multiple affiliations,2,21,12,12,0,0,0,['Ageing and Cancer']
0000-0003-2585-622X,"Alvarez Villanueva, Daniel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238855'],https://portalrecerca.csuc.cat/orcid/0000-0003-2585-622X,[],2,Multiple affiliations,2,21,1,1,0,0,0,['Tumor and stromal chemoresistance']
0000-0003-2597-4787,"Marín i Borràs, Susanna",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239798'],https://portalrecerca.csuc.cat/orcid/0000-0003-2597-4787,[],2,Multiple affiliations,2,21,10,10,0,0,0,['Gynecologic Cancer Group']
0000-0003-2626-9393,"Boni, Jacopo",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239913'],https://portalrecerca.csuc.cat/orcid/0000-0003-2626-9393,[],2,Multiple affiliations,2,21,5,5,0,0,0,['Hereditary cancer']
0000-0003-2642-8200,"Dot Bach, Dolors",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238794'],https://portalrecerca.csuc.cat/orcid/0000-0003-2642-8200,[],2,Multiple affiliations,2,21,15,15,0,0,0,['Neurologic Diseases and Neurogenetics']
0000-0003-2700-5293,"Llop Talaveron, Josep Manel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240275'],https://portalrecerca.csuc.cat/orcid/0000-0003-2700-5293,[],2,Multiple affiliations,2,21,36,36,0,0,0,"['Pharmacotherapy, Pharmacogenetics and Pharmaceutical Technology']"
0000-0003-2755-302X,"Costas Caudet, Laura",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-2755-302X,[],2,Multiple affiliations,2,21,52,52,0,0,0,['Infections and Cancer']
0000-0003-2768-2710,"Vidal Lancis, Carmen","[""Institut d'Investigació Biomèdica de Bellvitge"", 'Repositori de Dades de Recerca']",[],[],[],['/cris/ou/ou240798'],https://portalrecerca.csuc.cat/orcid/0000-0003-2768-2710,[],2,Multiple affiliations,2,21,70,70,0,0,0,['Early Detection of Cancer']
0000-0003-2780-081X,"Sereno Ruiz, Paulina",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239879'],https://portalrecerca.csuc.cat/orcid/0000-0003-2780-081X,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Unit of Nutrition and Cancer']
0000-0003-2812-6935,"Vergara Muñoz, Marleny",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-2812-6935,[],2,Multiple affiliations,2,21,2,2,0,0,0,['Infections and Cancer']
0000-0003-2827-9392,"Aran Perramon, Josep Mª",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239073'],https://portalrecerca.csuc.cat/orcid/0000-0003-2827-9392,[],2,Multiple affiliations,2,21,33,33,0,0,0,['Immune-inflammatory Processes and Gene Therapeutics']
0000-0003-2831-037X,"Jiménez Martínez, Emilio",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239945'],https://portalrecerca.csuc.cat/orcid/0000-0003-2831-037X,[],2,Multiple affiliations,2,21,17,17,0,0,0,['Nursing']
0000-0003-2889-5224,"Miró Lladó, Julia",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238794'],https://portalrecerca.csuc.cat/orcid/0000-0003-2889-5224,[],2,Multiple affiliations,2,21,33,33,0,0,0,['Neurologic Diseases and Neurogenetics']
0000-0003-2919-0509,"Casellas-Grau, Anna","['Universitat de Vic - Universitat Central de Catalunya', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Psicologia'],['UVic-UCC'],[],"['/cris/ou/ou240489', '/cris/ou/ou238922']",https://portalrecerca.csuc.cat/orcid/0000-0003-2919-0509,['UVic-UCC'],12,Multiple affiliations,2,42,13,13,0,0,0,"['', 'Psycho-oncology and Digital Health (PSODIG)']"
0000-0003-2929-2804,"Contreras Fernández, Fernando",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239385'],https://portalrecerca.csuc.cat/orcid/0000-0003-2929-2804,[],2,Multiple affiliations,2,21,30,30,0,0,0,['Psychiatry and Mental Health']
0000-0003-2947-320X,"Ruffinelli Rodríguez, Jose Carlos",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou241017'],https://portalrecerca.csuc.cat/orcid/0000-0003-2947-320X,[],2,Multiple affiliations,2,21,14,14,0,0,0,['Colorectal Cancer']
0000-0003-3000-0338,"Andres Benito, Pol",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238794'],https://portalrecerca.csuc.cat/orcid/0000-0003-3000-0338,[],2,Multiple affiliations,2,21,48,48,0,0,0,['Neurologic Diseases and Neurogenetics']
0000-0003-3013-8812,"Cabrera Jaime, Sandra","['Institut de Recerca Germans Trias i Pujol', ""Institut d'Investigació Biomèdica de Bellvitge""]",[],[],[],['/cris/ou/ou239945'],https://portalrecerca.csuc.cat/orcid/0000-0003-3013-8812,[],2,Multiple affiliations,2,21,16,16,0,0,0,['Nursing']
0000-0003-3048-1696,"Agulló Ferré, José Luis",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],[],https://portalrecerca.csuc.cat/orcid/0000-0003-3048-1696,[],2,Multiple affiliations,2,2,12,12,0,0,0,[]
0000-0003-3056-9161,"Valverde Alcántara, Yolanda",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240798'],https://portalrecerca.csuc.cat/orcid/0000-0003-3056-9161,[],2,Multiple affiliations,2,21,4,4,0,0,0,['Early Detection of Cancer']
0000-0003-3095-4422,"Gudiol Gonzalez, Carlota","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Ciències Clíniques'],['UB'],[],"['/sgr/2021SGR0021', '/cris/ou/ou240102']",https://portalrecerca.csuc.cat/orcid/0000-0003-3095-4422,['UB'],6,Multiple affiliations,2,41,100,100,0,0,0,"['', 'Infections of the Respiratory Tract and in Immunocompromised Patients']"
0000-0003-3097-7675,"Moron Duran, Francisco David",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou241017'],https://portalrecerca.csuc.cat/orcid/0000-0003-3097-7675,[],2,Multiple affiliations,2,21,3,3,0,0,0,['Colorectal Cancer']
0000-0003-3107-9586,"Dominguez Luzon, Maria Angeles","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Patologia i Terapèutica Experimental'],['UB'],[],"['/cris/ou/ou239618', '/sgr/2021SGR0021']",https://portalrecerca.csuc.cat/orcid/0000-0003-3107-9586,['UB'],6,Multiple affiliations,2,41,117,117,0,0,0,"['Epidemiology of bacterial infections. Investigation of the pathogenesis and molecular basis of antimicrobial resistance', '']"
0000-0003-3146-1750,"Gomà Gallego, Montserrat",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239142'],https://portalrecerca.csuc.cat/orcid/0000-0003-3146-1750,[],2,Multiple affiliations,2,21,37,37,0,0,0,['Head and neck diseases']
0000-0003-3153-5115,"Trenti, Loris",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240870'],https://portalrecerca.csuc.cat/orcid/0000-0003-3153-5115,[],2,Multiple affiliations,2,21,28,28,0,0,0,['Digestive tract pathology']
0000-0003-3188-1990,"Vilarrasa Garcia, Nuria","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Ciències Clíniques'],['UB'],[],['/cris/ou/ou239313'],https://portalrecerca.csuc.cat/orcid/0000-0003-3188-1990,['UB'],6,Multiple affiliations,2,21,76,76,0,0,0,"['Diabetes, Nutrition and endocrinological diseases']"
0000-0003-3194-9406,"Velasco Fargas, Roser",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240535'],https://portalrecerca.csuc.cat/orcid/0000-0003-3194-9406,[],2,Multiple affiliations,2,21,41,41,0,0,0,['Neuro-Oncology Unit']
0000-0003-3195-6817,"Crespo Yanguas, Sara",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239913'],https://portalrecerca.csuc.cat/orcid/0000-0003-3195-6817,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Hereditary cancer']
0000-0003-3209-2563,"Carratala Fernandez, Jordi","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Ciències Clíniques'],['UB'],"['/cris/project/pj5014796', '/cris/project/pj4998555']","['/sgr/2021SGR0021', '/cris/ou/ou240102']",https://portalrecerca.csuc.cat/orcid/0000-0003-3209-2563,['UB'],6,Multiple affiliations,54,41,265,264,1,0,0,"['', 'Infections of the Respiratory Tract and in Immunocompromised Patients']"
0000-0003-3222-4044,"Genestar Pujana, Miguel Angel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239461'],https://portalrecerca.csuc.cat/orcid/0000-0003-3222-4044,[],2,Multiple affiliations,2,21,118,118,0,0,0,['Breast cancer']
0000-0003-3226-1240,"Perez Tomas, Ricardo Enrique","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Patologia i Terapèutica Experimental'],['UB'],"['/cris/project/pj5013191', '/cris/project/pj4980161', '/cris/project/pj4991378', '/cris/project/pj5007353', '/cris/project/pj5003110', '/cris/project/pj4984035', '/cris/project/pj4993018']","['/cris/ou/ou239057', '/sgr/2021SGR1075']",https://portalrecerca.csuc.cat/orcid/0000-0003-3226-1240,['UB'],6,Multiple affiliations,189,41,32,31,1,0,0,"['Molecular signaling in Cancer', '']"
0000-0003-3235-0024,"Vila Coll, Ramon",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239637'],https://portalrecerca.csuc.cat/orcid/0000-0003-3235-0024,[],2,Multiple affiliations,2,21,34,34,0,0,0,['Cardiovascular Diseases Research Group (BIO-HEART)']
0000-0003-3245-8967,"Collado Contreras, Juan José",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-3245-8967,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Infections and Cancer']
0000-0003-3262-8508,"Pallarés Giner, Román","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Ciències Clíniques'],['UB'],['/cris/project/pj5005420'],"['/cris/ou/ou239618', '/sgr/2021SGR0021']",https://portalrecerca.csuc.cat/orcid/0000-0003-3262-8508,['UB'],6,Multiple affiliations,27,41,53,53,0,0,0,"['Epidemiology of bacterial infections. Investigation of the pathogenesis and molecular basis of antimicrobial resistance', '']"
0000-0003-3281-1126,"Moreno González, Gabriel Jesus",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240229'],https://portalrecerca.csuc.cat/orcid/0000-0003-3281-1126,[],2,Multiple affiliations,2,21,13,13,0,0,0,['Innate Immunity and Pathology of the Critical patient']
0000-0003-3288-523X,"Fabra Fres, Angels",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239748'],https://portalrecerca.csuc.cat/orcid/0000-0003-3288-523X,[],2,Multiple affiliations,2,21,32,32,0,0,0,['TGF-beta and cancer']
0000-0003-3313-2715,"Alcántara Horrillo, Maria de la Soledad","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]","['Departament de Patologia i Terapèutica Experimental', 'Institut de Neurociències de la UB (UBNeuro)']",['UB'],"['/cris/project/pj5014242', '/cris/project/pj4980364', '/cris/project/pj4988402', '/cris/project/pj4973008', '/cris/project/pj4969536', '/cris/project/pj5002952', '/cris/project/pj4979642', '/cris/project/pj5003263', '/cris/project/pj4998309', '/cris/project/pj4984702', '/cris/project/pj4973380', '/cris/project/pj4971629', '/cris/project/pj4992619']","['/sgr/2021SGR0344', '/cris/ou/ou239867']",https://portalrecerca.csuc.cat/orcid/0000-0003-3313-2715,['UB'],6,Multiple affiliations,351,41,19,19,0,0,0,"['', 'Neurodevelopmental Disorders']"
0000-0003-3324-1129,"Lopez Delgado, Juan Carlos","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]","[""Departament d'Infermeria Fonamental i Medicoquirúrgica""]",['UB'],[],[],https://portalrecerca.csuc.cat/orcid/0000-0003-3324-1129,['UB'],6,Multiple affiliations,2,2,29,29,0,0,0,[]
0000-0003-3324-8312,"Ibáñez Pérez, Raquel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-3324-8312,[],2,Multiple affiliations,2,21,24,24,0,0,0,['Infections and Cancer']
0000-0003-3366-1393,"Batlle Gomez, Raquel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239372'],https://portalrecerca.csuc.cat/orcid/0000-0003-3366-1393,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Tumour Angiogenesis']
0000-0003-3371-220X,"Ortega Bertran, Sara",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239913'],https://portalrecerca.csuc.cat/orcid/0000-0003-3371-220X,[],2,Multiple affiliations,2,21,4,4,0,0,0,['Hereditary cancer']
0000-0003-3377-7177,"Sreeram, Iswarya",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239243'],https://portalrecerca.csuc.cat/orcid/0000-0003-3377-7177,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Preclinical and experimental research in thoracic tumors (PReTT)']
0000-0003-3398-0570,"Garcia Tejedor, Maria Amparo","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]",['Departament de Ciències Clíniques'],['UB'],[],['/cris/ou/ou239461'],https://portalrecerca.csuc.cat/orcid/0000-0003-3398-0570,['UB'],6,Multiple affiliations,2,21,38,38,0,0,0,['Breast cancer']
0000-0003-3497-093X,"Martinez Gomis, Jordi","['Universitat de Barcelona', ""Institut d'Investigació Biomèdica de Bellvitge""]","[""Departament d'Odontoestomatologia""]",['UB'],[],['/cris/ou/ou239210'],https://portalrecerca.csuc.cat/orcid/0000-0003-3497-093X,['UB'],6,Multiple affiliations,2,21,36,36,0,0,0,['Oral Health and Masticatory System']
0000-0003-3509-2665,"Badia Tahull, María Bella",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240275'],https://portalrecerca.csuc.cat/orcid/0000-0003-3509-2665,[],2,Multiple affiliations,2,21,30,30,0,0,0,"['Pharmacotherapy, Pharmacogenetics and Pharmaceutical Technology']"
0000-0003-3518-8149,"Thomas, George","[""Institut d'Investigació Biomèdica de Bellvitge"", ""Fundació de Recerca Clínic Barcelona-Institut d'Investigacions Biomèdiques August Pi i Sunyer""]",[],[],[],['/cris/ou/ou239309'],https://portalrecerca.csuc.cat/orcid/0000-0003-3518-8149,[],2,Multiple affiliations,2,21,25,25,0,0,0,['Metabolism and Cancer']
0000-0003-3521-6066,"Antón Pàmpols, Paula",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239583'],https://portalrecerca.csuc.cat/orcid/0000-0003-3521-6066,[],2,Multiple affiliations,2,21,6,6,0,0,0,['Nephrology and renal transplantation']
0000-0003-3526-4025,"Teshima, Ayaka",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240924'],https://portalrecerca.csuc.cat/orcid/0000-0003-3526-4025,[],2,Multiple affiliations,2,21,1,1,0,0,0,['Tobacco Control Research Group']
0000-0003-3534-0091,"Marín Nieto, Fátima",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239913'],https://portalrecerca.csuc.cat/orcid/0000-0003-3534-0091,[],2,Multiple affiliations,2,21,16,16,0,0,0,['Hereditary cancer']
0000-0003-3554-5804,"Climent Canto, Paula",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239913'],https://portalrecerca.csuc.cat/orcid/0000-0003-3554-5804,[],2,Multiple affiliations,2,21,1,1,0,0,0,['Hereditary cancer']
0000-0003-3573-7152,"Vega López, Ana Belén",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239088'],https://portalrecerca.csuc.cat/orcid/0000-0003-3573-7152,[],2,Multiple affiliations,2,21,6,6,0,0,0,['Functional and motor gastrointestinal disorders']
0000-0003-3578-5031,"Scevola, Sofia",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],[],https://portalrecerca.csuc.cat/orcid/0000-0003-3578-5031,[],2,Multiple affiliations,2,2,7,7,0,0,0,[]
0000-0003-3607-7045,"Del Valle Dominguez, Jesus",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239913'],https://portalrecerca.csuc.cat/orcid/0000-0003-3607-7045,[],2,Multiple affiliations,2,21,40,40,0,0,0,['Hereditary cancer']
0000-0003-3626-2144,"Fernández Conejero, Isabel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou238794'],https://portalrecerca.csuc.cat/orcid/0000-0003-3626-2144,[],2,Multiple affiliations,2,21,13,13,0,0,0,['Neurologic Diseases and Neurogenetics']
0000-0003-3677-5329,"Pavon Ribas, Miguel Angel",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239477'],https://portalrecerca.csuc.cat/orcid/0000-0003-3677-5329,[],2,Multiple affiliations,2,21,29,29,0,0,0,['Infections and Cancer']
0000-0003-3700-0293,"Saura I Lopez, Judith",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou240924'],https://portalrecerca.csuc.cat/orcid/0000-0003-3700-0293,[],2,Multiple affiliations,2,21,6,6,0,0,0,['Tobacco Control Research Group']
0000-0003-3736-3983,"Devis Jauregui, Laura",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239798'],https://portalrecerca.csuc.cat/orcid/0000-0003-3736-3983,[],2,Multiple affiliations,2,21,5,5,0,0,0,['Gynecologic Cancer Group']
0000-0003-3765-5038,"Andersson, Rebecca",Institut d'Investigació Biomèdica de Bellvitge,[],[],[],['/cris/ou/ou239186'],https://portalrecerca.csuc.cat/orcid/0000-0003-3765-5038,[],2,Multiple affiliations,2,21,0,0,0,0,0,['Stem Cell Aging']
